Plugin ID,CVE,CVSS v2.0 Base Score,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output
"183391","CVE-2023-45802","7.8","High","192.168.30.250","tcp","80","Apache 2.4.x < 2.4.58 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","The version of Apache httpd installed on the remote host is prior to 2.4.58. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.58 advisory.

  - Apache HTTP Server: DoS in HTTP/2 with initial windows size 0: An attacker, opening a HTTP/2 connection
    with an initial window size of 0, was able to block handling of that connection indefinitely in Apache
    HTTP Server. This could be used to exhaust worker resources in the server, similar to the well known slow
    loris attack pattern. This has been fixed in version 2.4.58, so that such connection are terminated
    properly after the configured connection timeout. This issue affects Apache HTTP Server: from 2.4.55
    through 2.4.57. Users are recommended to upgrade to version 2.4.58, which fixes the issue.
    Acknowledgements: (CVE-2023-43622)

  - Apache HTTP Server: HTTP/2 stream memory not reclaimed right away on RST: When a HTTP/2 stream was reset
    (RST frame) by a client, there was a time window were the request's memory resources were not reclaimed
    immediately. Instead, de-allocation was deferred to connection close. A client could send new requests and
    resets, keeping the connection busy and open and causing the memory footprint to keep on growing. On
    connection close, all resources were reclaimed, but the process might run out of memory before that. This
    was found by the reporter during testing of CVE-2023-44487 (HTTP/2 Rapid Reset Exploit) with their own
    test client. During normal HTTP/2 use, the probability to hit this bug is very low. The kept memory
    would not become noticeable before the connection closes or times out. Users are recommended to upgrade to
    version 2.4.58, which fixes the issue. Acknowledgements: (CVE-2023-45802)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.58 or later.","","
  URL               : http://192.168.30.250/
  Installed version : 2.4.57
  Fixed version     : 2.4.58
"
"185519","","","None","192.168.30.250","udp","161","SNMP Server Detection","An SNMP server is listening on the remote host.","The remote service is an SNMP agent which provides management data about the device.","Disable this service if it is not needed or restrict access to
internal hosts only if the service is available externally.","https://en.wikipedia.org/wiki/Simple_Network_Management_Protocol","Nessus detected the following SNMP versions:
  - SNMPv3

"
"192923","CVE-2023-38709","7.8","High","192.168.30.250","tcp","80","Apache 2.4.x < 2.4.59 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","The version of Apache httpd installed on the remote host is prior to 2.4.59. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.59 advisory.

  - Apache HTTP Server: HTTP Response Splitting in multiple modules: HTTP Response splitting in multiple
    modules in Apache HTTP Server allows an attacker that can inject malicious response headers into backend
    applications to cause an HTTP desynchronization attack. Users are recommended to upgrade to version
    2.4.59, which fixes this issue. Acknowledgements: (CVE-2024-24795)

  - Apache HTTP Server: HTTP/2 DoS by memory exhaustion on endless continuation frames: HTTP/2 incoming
    headers exceeding the limit are temporarily buffered in nghttp2 in order to generate an informative HTTP
    413 response. If a client does not stop sending headers, this leads to memory exhaustion.
    Acknowledgements: finder: Bartek Nowotarski (https://nowotarski.info/) (CVE-2024-27316)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.59 or later.","","
  URL               : http://192.168.30.250/
  Installed version : 2.4.57
  Fixed version     : 2.4.59
"
"192923","CVE-2024-24795","7.8","High","192.168.30.250","tcp","80","Apache 2.4.x < 2.4.59 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","The version of Apache httpd installed on the remote host is prior to 2.4.59. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.59 advisory.

  - Apache HTTP Server: HTTP Response Splitting in multiple modules: HTTP Response splitting in multiple
    modules in Apache HTTP Server allows an attacker that can inject malicious response headers into backend
    applications to cause an HTTP desynchronization attack. Users are recommended to upgrade to version
    2.4.59, which fixes this issue. Acknowledgements: (CVE-2024-24795)

  - Apache HTTP Server: HTTP/2 DoS by memory exhaustion on endless continuation frames: HTTP/2 incoming
    headers exceeding the limit are temporarily buffered in nghttp2 in order to generate an informative HTTP
    413 response. If a client does not stop sending headers, this leads to memory exhaustion.
    Acknowledgements: finder: Bartek Nowotarski (https://nowotarski.info/) (CVE-2024-27316)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.59 or later.","","
  URL               : http://192.168.30.250/
  Installed version : 2.4.57
  Fixed version     : 2.4.59
"
"192923","CVE-2024-27316","7.8","High","192.168.30.250","tcp","80","Apache 2.4.x < 2.4.59 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","The version of Apache httpd installed on the remote host is prior to 2.4.59. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.59 advisory.

  - Apache HTTP Server: HTTP Response Splitting in multiple modules: HTTP Response splitting in multiple
    modules in Apache HTTP Server allows an attacker that can inject malicious response headers into backend
    applications to cause an HTTP desynchronization attack. Users are recommended to upgrade to version
    2.4.59, which fixes this issue. Acknowledgements: (CVE-2024-24795)

  - Apache HTTP Server: HTTP/2 DoS by memory exhaustion on endless continuation frames: HTTP/2 incoming
    headers exceeding the limit are temporarily buffered in nghttp2 in order to generate an informative HTTP
    413 response. If a client does not stop sending headers, this leads to memory exhaustion.
    Acknowledgements: finder: Bartek Nowotarski (https://nowotarski.info/) (CVE-2024-27316)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.59 or later.","","
  URL               : http://192.168.30.250/
  Installed version : 2.4.57
  Fixed version     : 2.4.59
"
"193419","CVE-2023-31122","7.8","High","192.168.30.250","tcp","80","Apache 2.4.x < 2.4.58 Out-of-Bounds Read (CVE-2023-31122)","The remote web server is affected by an out-of-bounds read vulnerability.","The version of Apache httpd installed on the remote host is prior to 2.4.58. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.58 advisory.

  - mod_macro buffer over-read: Out-of-bounds Read vulnerability in mod_macro of Apache HTTP Server. This issue
    affects Apache HTTP Server: through 2.4.57. 

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.58 or later.","","
  URL               : http://192.168.30.250/
  Installed version : 2.4.57
  Fixed version     : 2.4.58
"
"201198","CVE-2024-36387","10.0","Critical","192.168.30.250","tcp","80","Apache 2.4.x < 2.4.60 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","The version of Apache httpd installed on the remote host is prior to 2.4.60. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.60 advisory.

  - Serving WebSocket protocol upgrades over a HTTP/2 connection could result in a Null Pointer dereference,
    leading to a crash of the server process, degrading performance. (CVE-2024-36387)

  - SSRF in Apache HTTP Server on Windows allows to potentially leak NTML hashes to a malicious server via
    SSRF and malicious requests or content Users are recommended to upgrade to version 2.4.60 which fixes this
    issue. Note: Existing configurations that access UNC paths will have to configure new directive UNCList
    to allow access during request processing. (CVE-2024-38472)

  - Encoding problem in mod_proxy in Apache HTTP Server 2.4.59 and earlier allows request URLs with incorrect
    encoding to be sent to backend services, potentially bypassing authentication via crafted requests. Users
    are recommended to upgrade to version 2.4.60, which fixes this issue. (CVE-2024-38473)

  - Substitution encoding issue in mod_rewrite in Apache HTTP Server 2.4.59 and earlier allows attacker to
    execute scripts in directories permitted by the configuration but not directly reachable by any URL or
    source disclosure of scripts meant to only to be executed as CGI. Users are recommended to upgrade to
    version 2.4.60, which fixes this issue. Some RewriteRules that capture and substitute unsafely will now
    fail unless rewrite flag UnsafeAllow3F is specified. (CVE-2024-38474)

  - Improper escaping of output in mod_rewrite in Apache HTTP Server 2.4.59 and earlier allows an attacker to
    map URLs to filesystem locations that are permitted to be served by the server but are not
    intentionally/directly reachable by any URL, resulting in code execution or source code disclosure.
    Substitutions in server context that use a backreferences or variables as the first segment of the
    substitution are affected. Some unsafe RewiteRules will be broken by this change and the rewrite flag
    UnsafePrefixStat can be used to opt back in once ensuring the substitution is appropriately constrained.
    (CVE-2024-38475)

  - Vulnerability in core of Apache HTTP Server 2.4.59 and earlier are vulnerably to information disclosure,
    SSRF or local script execution via backend applications whose response headers are malicious or
    exploitable. Users are recommended to upgrade to version 2.4.60, which fixes this issue. (CVE-2024-38476)

  - null pointer dereference in mod_proxy in Apache HTTP Server 2.4.59 and earlier allows an attacker to crash
    the server via a malicious request. Users are recommended to upgrade to version 2.4.60, which fixes this
    issue. (CVE-2024-38477)

  - Potential SSRF in mod_rewrite in Apache HTTP Server 2.4.59 and earlier allows an attacker to cause unsafe
    RewriteRules to unexpectedly setup URL's to be handled by mod_proxy. Users are recommended to upgrade to
    version 2.4.60, which fixes this issue. (CVE-2024-39573)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.60 or later.","","
  URL               : http://192.168.30.250/
  Installed version : 2.4.57
  Fixed version     : 2.4.60
"
"201198","CVE-2024-38472","10.0","Critical","192.168.30.250","tcp","80","Apache 2.4.x < 2.4.60 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","The version of Apache httpd installed on the remote host is prior to 2.4.60. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.60 advisory.

  - Serving WebSocket protocol upgrades over a HTTP/2 connection could result in a Null Pointer dereference,
    leading to a crash of the server process, degrading performance. (CVE-2024-36387)

  - SSRF in Apache HTTP Server on Windows allows to potentially leak NTML hashes to a malicious server via
    SSRF and malicious requests or content Users are recommended to upgrade to version 2.4.60 which fixes this
    issue. Note: Existing configurations that access UNC paths will have to configure new directive UNCList
    to allow access during request processing. (CVE-2024-38472)

  - Encoding problem in mod_proxy in Apache HTTP Server 2.4.59 and earlier allows request URLs with incorrect
    encoding to be sent to backend services, potentially bypassing authentication via crafted requests. Users
    are recommended to upgrade to version 2.4.60, which fixes this issue. (CVE-2024-38473)

  - Substitution encoding issue in mod_rewrite in Apache HTTP Server 2.4.59 and earlier allows attacker to
    execute scripts in directories permitted by the configuration but not directly reachable by any URL or
    source disclosure of scripts meant to only to be executed as CGI. Users are recommended to upgrade to
    version 2.4.60, which fixes this issue. Some RewriteRules that capture and substitute unsafely will now
    fail unless rewrite flag UnsafeAllow3F is specified. (CVE-2024-38474)

  - Improper escaping of output in mod_rewrite in Apache HTTP Server 2.4.59 and earlier allows an attacker to
    map URLs to filesystem locations that are permitted to be served by the server but are not
    intentionally/directly reachable by any URL, resulting in code execution or source code disclosure.
    Substitutions in server context that use a backreferences or variables as the first segment of the
    substitution are affected. Some unsafe RewiteRules will be broken by this change and the rewrite flag
    UnsafePrefixStat can be used to opt back in once ensuring the substitution is appropriately constrained.
    (CVE-2024-38475)

  - Vulnerability in core of Apache HTTP Server 2.4.59 and earlier are vulnerably to information disclosure,
    SSRF or local script execution via backend applications whose response headers are malicious or
    exploitable. Users are recommended to upgrade to version 2.4.60, which fixes this issue. (CVE-2024-38476)

  - null pointer dereference in mod_proxy in Apache HTTP Server 2.4.59 and earlier allows an attacker to crash
    the server via a malicious request. Users are recommended to upgrade to version 2.4.60, which fixes this
    issue. (CVE-2024-38477)

  - Potential SSRF in mod_rewrite in Apache HTTP Server 2.4.59 and earlier allows an attacker to cause unsafe
    RewriteRules to unexpectedly setup URL's to be handled by mod_proxy. Users are recommended to upgrade to
    version 2.4.60, which fixes this issue. (CVE-2024-39573)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.60 or later.","","
  URL               : http://192.168.30.250/
  Installed version : 2.4.57
  Fixed version     : 2.4.60
"
"201198","CVE-2024-38473","10.0","Critical","192.168.30.250","tcp","80","Apache 2.4.x < 2.4.60 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","The version of Apache httpd installed on the remote host is prior to 2.4.60. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.60 advisory.

  - Serving WebSocket protocol upgrades over a HTTP/2 connection could result in a Null Pointer dereference,
    leading to a crash of the server process, degrading performance. (CVE-2024-36387)

  - SSRF in Apache HTTP Server on Windows allows to potentially leak NTML hashes to a malicious server via
    SSRF and malicious requests or content Users are recommended to upgrade to version 2.4.60 which fixes this
    issue. Note: Existing configurations that access UNC paths will have to configure new directive UNCList
    to allow access during request processing. (CVE-2024-38472)

  - Encoding problem in mod_proxy in Apache HTTP Server 2.4.59 and earlier allows request URLs with incorrect
    encoding to be sent to backend services, potentially bypassing authentication via crafted requests. Users
    are recommended to upgrade to version 2.4.60, which fixes this issue. (CVE-2024-38473)

  - Substitution encoding issue in mod_rewrite in Apache HTTP Server 2.4.59 and earlier allows attacker to
    execute scripts in directories permitted by the configuration but not directly reachable by any URL or
    source disclosure of scripts meant to only to be executed as CGI. Users are recommended to upgrade to
    version 2.4.60, which fixes this issue. Some RewriteRules that capture and substitute unsafely will now
    fail unless rewrite flag UnsafeAllow3F is specified. (CVE-2024-38474)

  - Improper escaping of output in mod_rewrite in Apache HTTP Server 2.4.59 and earlier allows an attacker to
    map URLs to filesystem locations that are permitted to be served by the server but are not
    intentionally/directly reachable by any URL, resulting in code execution or source code disclosure.
    Substitutions in server context that use a backreferences or variables as the first segment of the
    substitution are affected. Some unsafe RewiteRules will be broken by this change and the rewrite flag
    UnsafePrefixStat can be used to opt back in once ensuring the substitution is appropriately constrained.
    (CVE-2024-38475)

  - Vulnerability in core of Apache HTTP Server 2.4.59 and earlier are vulnerably to information disclosure,
    SSRF or local script execution via backend applications whose response headers are malicious or
    exploitable. Users are recommended to upgrade to version 2.4.60, which fixes this issue. (CVE-2024-38476)

  - null pointer dereference in mod_proxy in Apache HTTP Server 2.4.59 and earlier allows an attacker to crash
    the server via a malicious request. Users are recommended to upgrade to version 2.4.60, which fixes this
    issue. (CVE-2024-38477)

  - Potential SSRF in mod_rewrite in Apache HTTP Server 2.4.59 and earlier allows an attacker to cause unsafe
    RewriteRules to unexpectedly setup URL's to be handled by mod_proxy. Users are recommended to upgrade to
    version 2.4.60, which fixes this issue. (CVE-2024-39573)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.60 or later.","","
  URL               : http://192.168.30.250/
  Installed version : 2.4.57
  Fixed version     : 2.4.60
"
"201198","CVE-2024-38474","10.0","Critical","192.168.30.250","tcp","80","Apache 2.4.x < 2.4.60 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","The version of Apache httpd installed on the remote host is prior to 2.4.60. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.60 advisory.

  - Serving WebSocket protocol upgrades over a HTTP/2 connection could result in a Null Pointer dereference,
    leading to a crash of the server process, degrading performance. (CVE-2024-36387)

  - SSRF in Apache HTTP Server on Windows allows to potentially leak NTML hashes to a malicious server via
    SSRF and malicious requests or content Users are recommended to upgrade to version 2.4.60 which fixes this
    issue. Note: Existing configurations that access UNC paths will have to configure new directive UNCList
    to allow access during request processing. (CVE-2024-38472)

  - Encoding problem in mod_proxy in Apache HTTP Server 2.4.59 and earlier allows request URLs with incorrect
    encoding to be sent to backend services, potentially bypassing authentication via crafted requests. Users
    are recommended to upgrade to version 2.4.60, which fixes this issue. (CVE-2024-38473)

  - Substitution encoding issue in mod_rewrite in Apache HTTP Server 2.4.59 and earlier allows attacker to
    execute scripts in directories permitted by the configuration but not directly reachable by any URL or
    source disclosure of scripts meant to only to be executed as CGI. Users are recommended to upgrade to
    version 2.4.60, which fixes this issue. Some RewriteRules that capture and substitute unsafely will now
    fail unless rewrite flag UnsafeAllow3F is specified. (CVE-2024-38474)

  - Improper escaping of output in mod_rewrite in Apache HTTP Server 2.4.59 and earlier allows an attacker to
    map URLs to filesystem locations that are permitted to be served by the server but are not
    intentionally/directly reachable by any URL, resulting in code execution or source code disclosure.
    Substitutions in server context that use a backreferences or variables as the first segment of the
    substitution are affected. Some unsafe RewiteRules will be broken by this change and the rewrite flag
    UnsafePrefixStat can be used to opt back in once ensuring the substitution is appropriately constrained.
    (CVE-2024-38475)

  - Vulnerability in core of Apache HTTP Server 2.4.59 and earlier are vulnerably to information disclosure,
    SSRF or local script execution via backend applications whose response headers are malicious or
    exploitable. Users are recommended to upgrade to version 2.4.60, which fixes this issue. (CVE-2024-38476)

  - null pointer dereference in mod_proxy in Apache HTTP Server 2.4.59 and earlier allows an attacker to crash
    the server via a malicious request. Users are recommended to upgrade to version 2.4.60, which fixes this
    issue. (CVE-2024-38477)

  - Potential SSRF in mod_rewrite in Apache HTTP Server 2.4.59 and earlier allows an attacker to cause unsafe
    RewriteRules to unexpectedly setup URL's to be handled by mod_proxy. Users are recommended to upgrade to
    version 2.4.60, which fixes this issue. (CVE-2024-39573)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.60 or later.","","
  URL               : http://192.168.30.250/
  Installed version : 2.4.57
  Fixed version     : 2.4.60
"
"201198","CVE-2024-38475","10.0","Critical","192.168.30.250","tcp","80","Apache 2.4.x < 2.4.60 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","The version of Apache httpd installed on the remote host is prior to 2.4.60. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.60 advisory.

  - Serving WebSocket protocol upgrades over a HTTP/2 connection could result in a Null Pointer dereference,
    leading to a crash of the server process, degrading performance. (CVE-2024-36387)

  - SSRF in Apache HTTP Server on Windows allows to potentially leak NTML hashes to a malicious server via
    SSRF and malicious requests or content Users are recommended to upgrade to version 2.4.60 which fixes this
    issue. Note: Existing configurations that access UNC paths will have to configure new directive UNCList
    to allow access during request processing. (CVE-2024-38472)

  - Encoding problem in mod_proxy in Apache HTTP Server 2.4.59 and earlier allows request URLs with incorrect
    encoding to be sent to backend services, potentially bypassing authentication via crafted requests. Users
    are recommended to upgrade to version 2.4.60, which fixes this issue. (CVE-2024-38473)

  - Substitution encoding issue in mod_rewrite in Apache HTTP Server 2.4.59 and earlier allows attacker to
    execute scripts in directories permitted by the configuration but not directly reachable by any URL or
    source disclosure of scripts meant to only to be executed as CGI. Users are recommended to upgrade to
    version 2.4.60, which fixes this issue. Some RewriteRules that capture and substitute unsafely will now
    fail unless rewrite flag UnsafeAllow3F is specified. (CVE-2024-38474)

  - Improper escaping of output in mod_rewrite in Apache HTTP Server 2.4.59 and earlier allows an attacker to
    map URLs to filesystem locations that are permitted to be served by the server but are not
    intentionally/directly reachable by any URL, resulting in code execution or source code disclosure.
    Substitutions in server context that use a backreferences or variables as the first segment of the
    substitution are affected. Some unsafe RewiteRules will be broken by this change and the rewrite flag
    UnsafePrefixStat can be used to opt back in once ensuring the substitution is appropriately constrained.
    (CVE-2024-38475)

  - Vulnerability in core of Apache HTTP Server 2.4.59 and earlier are vulnerably to information disclosure,
    SSRF or local script execution via backend applications whose response headers are malicious or
    exploitable. Users are recommended to upgrade to version 2.4.60, which fixes this issue. (CVE-2024-38476)

  - null pointer dereference in mod_proxy in Apache HTTP Server 2.4.59 and earlier allows an attacker to crash
    the server via a malicious request. Users are recommended to upgrade to version 2.4.60, which fixes this
    issue. (CVE-2024-38477)

  - Potential SSRF in mod_rewrite in Apache HTTP Server 2.4.59 and earlier allows an attacker to cause unsafe
    RewriteRules to unexpectedly setup URL's to be handled by mod_proxy. Users are recommended to upgrade to
    version 2.4.60, which fixes this issue. (CVE-2024-39573)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.60 or later.","","
  URL               : http://192.168.30.250/
  Installed version : 2.4.57
  Fixed version     : 2.4.60
"
"201198","CVE-2024-38476","10.0","Critical","192.168.30.250","tcp","80","Apache 2.4.x < 2.4.60 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","The version of Apache httpd installed on the remote host is prior to 2.4.60. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.60 advisory.

  - Serving WebSocket protocol upgrades over a HTTP/2 connection could result in a Null Pointer dereference,
    leading to a crash of the server process, degrading performance. (CVE-2024-36387)

  - SSRF in Apache HTTP Server on Windows allows to potentially leak NTML hashes to a malicious server via
    SSRF and malicious requests or content Users are recommended to upgrade to version 2.4.60 which fixes this
    issue. Note: Existing configurations that access UNC paths will have to configure new directive UNCList
    to allow access during request processing. (CVE-2024-38472)

  - Encoding problem in mod_proxy in Apache HTTP Server 2.4.59 and earlier allows request URLs with incorrect
    encoding to be sent to backend services, potentially bypassing authentication via crafted requests. Users
    are recommended to upgrade to version 2.4.60, which fixes this issue. (CVE-2024-38473)

  - Substitution encoding issue in mod_rewrite in Apache HTTP Server 2.4.59 and earlier allows attacker to
    execute scripts in directories permitted by the configuration but not directly reachable by any URL or
    source disclosure of scripts meant to only to be executed as CGI. Users are recommended to upgrade to
    version 2.4.60, which fixes this issue. Some RewriteRules that capture and substitute unsafely will now
    fail unless rewrite flag UnsafeAllow3F is specified. (CVE-2024-38474)

  - Improper escaping of output in mod_rewrite in Apache HTTP Server 2.4.59 and earlier allows an attacker to
    map URLs to filesystem locations that are permitted to be served by the server but are not
    intentionally/directly reachable by any URL, resulting in code execution or source code disclosure.
    Substitutions in server context that use a backreferences or variables as the first segment of the
    substitution are affected. Some unsafe RewiteRules will be broken by this change and the rewrite flag
    UnsafePrefixStat can be used to opt back in once ensuring the substitution is appropriately constrained.
    (CVE-2024-38475)

  - Vulnerability in core of Apache HTTP Server 2.4.59 and earlier are vulnerably to information disclosure,
    SSRF or local script execution via backend applications whose response headers are malicious or
    exploitable. Users are recommended to upgrade to version 2.4.60, which fixes this issue. (CVE-2024-38476)

  - null pointer dereference in mod_proxy in Apache HTTP Server 2.4.59 and earlier allows an attacker to crash
    the server via a malicious request. Users are recommended to upgrade to version 2.4.60, which fixes this
    issue. (CVE-2024-38477)

  - Potential SSRF in mod_rewrite in Apache HTTP Server 2.4.59 and earlier allows an attacker to cause unsafe
    RewriteRules to unexpectedly setup URL's to be handled by mod_proxy. Users are recommended to upgrade to
    version 2.4.60, which fixes this issue. (CVE-2024-39573)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.60 or later.","","
  URL               : http://192.168.30.250/
  Installed version : 2.4.57
  Fixed version     : 2.4.60
"
"201198","CVE-2024-38477","10.0","Critical","192.168.30.250","tcp","80","Apache 2.4.x < 2.4.60 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","The version of Apache httpd installed on the remote host is prior to 2.4.60. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.60 advisory.

  - Serving WebSocket protocol upgrades over a HTTP/2 connection could result in a Null Pointer dereference,
    leading to a crash of the server process, degrading performance. (CVE-2024-36387)

  - SSRF in Apache HTTP Server on Windows allows to potentially leak NTML hashes to a malicious server via
    SSRF and malicious requests or content Users are recommended to upgrade to version 2.4.60 which fixes this
    issue. Note: Existing configurations that access UNC paths will have to configure new directive UNCList
    to allow access during request processing. (CVE-2024-38472)

  - Encoding problem in mod_proxy in Apache HTTP Server 2.4.59 and earlier allows request URLs with incorrect
    encoding to be sent to backend services, potentially bypassing authentication via crafted requests. Users
    are recommended to upgrade to version 2.4.60, which fixes this issue. (CVE-2024-38473)

  - Substitution encoding issue in mod_rewrite in Apache HTTP Server 2.4.59 and earlier allows attacker to
    execute scripts in directories permitted by the configuration but not directly reachable by any URL or
    source disclosure of scripts meant to only to be executed as CGI. Users are recommended to upgrade to
    version 2.4.60, which fixes this issue. Some RewriteRules that capture and substitute unsafely will now
    fail unless rewrite flag UnsafeAllow3F is specified. (CVE-2024-38474)

  - Improper escaping of output in mod_rewrite in Apache HTTP Server 2.4.59 and earlier allows an attacker to
    map URLs to filesystem locations that are permitted to be served by the server but are not
    intentionally/directly reachable by any URL, resulting in code execution or source code disclosure.
    Substitutions in server context that use a backreferences or variables as the first segment of the
    substitution are affected. Some unsafe RewiteRules will be broken by this change and the rewrite flag
    UnsafePrefixStat can be used to opt back in once ensuring the substitution is appropriately constrained.
    (CVE-2024-38475)

  - Vulnerability in core of Apache HTTP Server 2.4.59 and earlier are vulnerably to information disclosure,
    SSRF or local script execution via backend applications whose response headers are malicious or
    exploitable. Users are recommended to upgrade to version 2.4.60, which fixes this issue. (CVE-2024-38476)

  - null pointer dereference in mod_proxy in Apache HTTP Server 2.4.59 and earlier allows an attacker to crash
    the server via a malicious request. Users are recommended to upgrade to version 2.4.60, which fixes this
    issue. (CVE-2024-38477)

  - Potential SSRF in mod_rewrite in Apache HTTP Server 2.4.59 and earlier allows an attacker to cause unsafe
    RewriteRules to unexpectedly setup URL's to be handled by mod_proxy. Users are recommended to upgrade to
    version 2.4.60, which fixes this issue. (CVE-2024-39573)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.60 or later.","","
  URL               : http://192.168.30.250/
  Installed version : 2.4.57
  Fixed version     : 2.4.60
"
"201198","CVE-2024-39573","10.0","Critical","192.168.30.250","tcp","80","Apache 2.4.x < 2.4.60 Multiple Vulnerabilities","The remote web server is affected by multiple vulnerabilities.","The version of Apache httpd installed on the remote host is prior to 2.4.60. It is, therefore, affected by multiple
vulnerabilities as referenced in the 2.4.60 advisory.

  - Serving WebSocket protocol upgrades over a HTTP/2 connection could result in a Null Pointer dereference,
    leading to a crash of the server process, degrading performance. (CVE-2024-36387)

  - SSRF in Apache HTTP Server on Windows allows to potentially leak NTML hashes to a malicious server via
    SSRF and malicious requests or content Users are recommended to upgrade to version 2.4.60 which fixes this
    issue. Note: Existing configurations that access UNC paths will have to configure new directive UNCList
    to allow access during request processing. (CVE-2024-38472)

  - Encoding problem in mod_proxy in Apache HTTP Server 2.4.59 and earlier allows request URLs with incorrect
    encoding to be sent to backend services, potentially bypassing authentication via crafted requests. Users
    are recommended to upgrade to version 2.4.60, which fixes this issue. (CVE-2024-38473)

  - Substitution encoding issue in mod_rewrite in Apache HTTP Server 2.4.59 and earlier allows attacker to
    execute scripts in directories permitted by the configuration but not directly reachable by any URL or
    source disclosure of scripts meant to only to be executed as CGI. Users are recommended to upgrade to
    version 2.4.60, which fixes this issue. Some RewriteRules that capture and substitute unsafely will now
    fail unless rewrite flag UnsafeAllow3F is specified. (CVE-2024-38474)

  - Improper escaping of output in mod_rewrite in Apache HTTP Server 2.4.59 and earlier allows an attacker to
    map URLs to filesystem locations that are permitted to be served by the server but are not
    intentionally/directly reachable by any URL, resulting in code execution or source code disclosure.
    Substitutions in server context that use a backreferences or variables as the first segment of the
    substitution are affected. Some unsafe RewiteRules will be broken by this change and the rewrite flag
    UnsafePrefixStat can be used to opt back in once ensuring the substitution is appropriately constrained.
    (CVE-2024-38475)

  - Vulnerability in core of Apache HTTP Server 2.4.59 and earlier are vulnerably to information disclosure,
    SSRF or local script execution via backend applications whose response headers are malicious or
    exploitable. Users are recommended to upgrade to version 2.4.60, which fixes this issue. (CVE-2024-38476)

  - null pointer dereference in mod_proxy in Apache HTTP Server 2.4.59 and earlier allows an attacker to crash
    the server via a malicious request. Users are recommended to upgrade to version 2.4.60, which fixes this
    issue. (CVE-2024-38477)

  - Potential SSRF in mod_rewrite in Apache HTTP Server 2.4.59 and earlier allows an attacker to cause unsafe
    RewriteRules to unexpectedly setup URL's to be handled by mod_proxy. Users are recommended to upgrade to
    version 2.4.60, which fixes this issue. (CVE-2024-39573)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.","Upgrade to Apache version 2.4.60 or later.","","
  URL               : http://192.168.30.250/
  Installed version : 2.4.57
  Fixed version     : 2.4.60
"
